,LSOA11CD,SEC1_chg,SEC2_chg,SEC3_chg,SEC4_chg,SEC5_chg,SEC6_chg,SEC7_chg,hseP_chg,inc_chg,owned_chg,socRent_chg,pteRent_chg,inc_01,hseP_01
183,E01000188,4.76,-0.13,3.61,4.82,-0.44,0.86,0.34,46.34146341,35.52955665,-5.63,1.3599999999999999,2.2,32.48,307.5
184,E01000189,0.52,-2.33,1.21,2.53,-1.87,2.58,2.21,164.13043480000005,40.7523511,-4.96,-1.7300000000000004,2.2399999999999993,22.33,92.0
185,E01000190,5.8,3.87,1.8,2.43,-0.89,0.51,0.58,57.98611111,38.27608983,-4.9799999999999995,0.67,2.8500000000000005,30.28,288.0
186,E01000191,3.43,2.21,3.46,2.61,-0.36,-0.69,1.17,169.0217391,41.14342366,-6.55,-0.29,4.95,30.26,184.0
187,E01000192,-1.33,-0.81,3.67,6.34,1.63,3.76,1.7,85.60606061,28.59101817,-11.450000000000001,-0.32000000000000006,9.14,29.17,132.0
188,E01000193,1.46,-2.78,0.46,3.45,0.79,2.46,2.81,109.5238095,29.90495587,-15.260000000000002,2.66,11.1,29.46,210.0
189,E01000194,-2.48,0.03,2.19,7.19,-0.86,2.18,3.36,105.3422371,29.84312295,-13.94,-1.38,13.25,27.41,149.75
190,E01000195,2.02,-2.08,0.08,5.16,-0.95,0.54,1.49,67.74193548,34.60222412,-17.87,2.28,12.5,23.38,93.0
191,E01000196,-4.36,0.09,0.86,5.37,0.15,2.63,2.69,112.9032258,34.43489755,-13.65,-0.95,11.99,30.26,155.0
192,E01000197,-0.69,-4.26,2.15,6.5,-1.61,3.29,3.24,105.6891561,36.60685155,-13.3,-0.15000000000000002,12.940000000000001,30.65,179.64
193,E01000198,3.48,-0.92,2.95,6.82,-1.04,1.13,1.0,34.40860215,39.6596018,-3.1399999999999997,-0.51,2.66,31.14,186.0
194,E01000199,3.33,6.17,2.96,4.24,0.14,0.63,0.93,289.8089172,39.23896499,-2.62,-0.8,2.54,32.85,196.25
195,E01000200,5.15,-0.7,2.46,3.51,-0.37,3.2,0.59,111.1650485,35.79474343,-8.0,-0.99,5.4,31.96,206.0
196,E01000201,4.74,1.68,0.8,5.57,-1.48,1.24,-0.58,253.3898305,46.3079565,-2.34,-0.24999999999999997,0.48,34.94,295.0
197,E01000202,2.43,1.58,-1.01,4.05,1.15,1.96,1.43,94.91525424,42.91398837,-6.42,-2.0300000000000002,6.640000000000001,32.67,295.0
198,E01000203,1.85,-0.32,-4.35,6.0,0.53,1.84,1.6,122.2222222,37.15564738,-2.4,1.92,-2.6100000000000003,29.04,157.5
199,E01000204,0.83,0.49,1.7,2.97,1.69,1.99,2.27,117.5141243,34.0098401,-4.98,-1.2,4.43,32.52,177.0
200,E01000205,1.24,3.69,2.48,2.52,0.13,0.69,1.27,102.24,40.48212801,-4.2,0.3,2.61,36.09,312.5
201,E01000206,3.79,2.03,0.85,2.38,-0.81,2.73,-1.13,16.53543307,40.15092879,-4.32,1.7899999999999998,-2.9300000000000006,51.68,1587.5
202,E01000207,2.23,0.89,1.57,4.76,0.95,2.08,1.2,100.8333333,44.94618010000001,-6.01,-0.26,3.29,38.09,600.0
203,E01000208,3.17,1.03,2.06,4.45,0.57,1.0,0.52,95.33333333,44.98886414,-1.25,-0.33999999999999997,-0.8300000000000001,35.92,225.0
204,E01000209,2.71,3.54,2.49,6.43,-0.43,1.09,0.04,87.12121212,38.98163606,-2.32,-1.02,2.13,35.94,330.0
205,E01000210,0.42,-0.71,1.3,5.24,0.15,0.65,1.14,129.9679487,43.6762226,-8.78,0.99,6.46,35.58,312.0
206,E01000211,-2.62,-3.86,1.85,4.31,0.91,3.09,1.6,95.2,33.67246472,-11.77,-1.09,11.05,30.47,156.25
207,E01000212,2.42,1.12,2.42,5.59,1.1,0.21,1.48,247.1544715,36.62229183,-4.85,-0.4,4.3100000000000005,38.31,307.5
208,E01000213,4.59,3.82,2.47,3.93,0.05,-0.33,0.93,113.9320388,38.44911147,-2.09,-5.13,5.5,49.52,1030.0
209,E01000214,0.73,-2.12,3.28,3.36,1.25,0.31,0.47,75.03282276,38.89050247,-6.260000000000001,-2.4,5.890000000000001,34.43,228.5
210,E01000215,2.52,0.05,2.89,4.93,0.18,2.16,1.68,147.36842109999995,41.63292848,-10.95,-1.31,10.53,29.64,237.5
211,E01000216,-0.78,2.05,1.69,3.12,1.38,2.95,2.14,144.5,38.09093646,-6.89,-0.75,5.760000000000001,33.21,250.0
212,E01000217,0.53,-0.97,2.87,6.79,-0.12,1.95,1.3,280.0,35.52318668,-1.6800000000000002,-0.86,0.81,33.64,200.0
213,E01000218,0.12,0.14,4.12,2.24,0.7,3.43,2.37,58.0,38.00919842,-15.68,1.1199999999999999,11.59,30.44,250.0
214,E01000219,-2.7,-3.34,0.3,7.41,3.29,0.89,2.97,105.2631579,37.67426046,-18.4,-1.9100000000000001,18.2,29.41,190.0
215,E01000220,-1.92,-0.17,0.51,5.64,2.03,3.52,2.82,65.55555556,28.45528455,-14.86,1.25,12.17,30.75,225.0
216,E01000221,0.67,-0.44,-0.68,7.32,-0.2,1.05,2.94,41.08527132,34.74613687,-2.39,0.8399999999999999,2.07,22.65,129.0
217,E01000222,-1.12,-2.92,-0.56,6.42,1.55,2.14,3.16,89.02439024,24.11194833,-11.68,0.96,9.34,27.87,205.0
218,E01000223,-0.49,0.83,1.45,6.46,-0.12,1.24,-0.31,103.7037037,36.70459334,-7.6,-1.06,6.540000000000001,23.73,135.0
219,E01000224,-2.82,-1.93,0.54,6.4,0.78,1.89,4.38,110.0,28.52653631,-9.7,-1.1,9.14,28.64,200.0
220,E01000225,-0.71,3.08,6.71,2.97,-0.07,1.62,0.87,102.6578073,37.34529703,-9.64,0.25999999999999995,7.870000000000001,32.32,301.0
221,E01000226,0.22,-2.61,1.45,6.49,-0.33,2.4,3.57,90.6779661,34.11560191,-2.4000000000000004,-1.0699999999999998,2.8,23.01,118.0
222,E01000227,3.7,1.89,0.76,3.47,-0.18,0.16,1.22,90.73569482,38.80070547,-7.85,1.33,6.34,28.35,183.5
223,E01000228,3.11,1.06,2.33,7.2,-0.55,-1.03,-0.52,399.5069728,50.5227656,-0.010000000000000009,-4.14,2.46,29.65,177.475
224,E01000229,-0.09,0.21,3.54,4.86,-1.01,0.67,1.77,129.0598291,41.61290323,-4.7299999999999995,-4.550000000000001,9.25,24.8,117.0
225,E01000230,0.78,0.5,4.97,3.68,0.12,1.53,0.7,58.27900913,35.30229326,-8.549999999999999,-0.30000000000000004,7.0,28.78,191.75
226,E01000231,3.61,-1.91,1.34,4.23,-0.97,0.89,1.65,71.10266159999998,37.31951129,-7.21,-2.46,9.22,27.01,131.5
227,E01000232,2.55,1.33,3.33,3.17,0.31,2.13,1.18,102.8333333,37.02142606,-6.71,0.21999999999999997,5.42,28.47,180.0
228,E01000233,2.65,1.47,-0.22,2.61,1.05,0.38,1.17,92.57221458,38.7465374,-8.379999999999999,-0.3500000000000001,6.23,28.88,181.75
229,E01000234,-2.96,1.28,2.1,4.64,0.73,1.69,2.4,125.5681818,39.33518006,-13.149999999999999,0.020000000000000018,12.379999999999999,28.88,176.0
230,E01000235,1.19,1.4,1.93,3.18,-0.2,-0.14,0.18,98.73150106,44.55195625,-10.55,-0.79,9.790000000000001,23.77,118.25
231,E01000236,4.92,-0.45,3.48,3.65,-0.15,-0.57,0.58,73.60703812,43.61061947,-10.24,0.85,6.57,28.25,170.5
232,E01000237,-3.13,-1.91,-0.14,7.52,0.74,0.87,2.11,86.24641834,36.49355176,-16.11,-3.48,17.02,28.69,174.5
233,E01000238,-4.13,-1.27,2.02,5.16,-0.63,2.0,2.25,153.4965035,34.61012312,-17.07,3.73,11.75,29.24,143.0
234,E01000239,-1.81,-4.75,2.06,7.4,-0.01,1.47,3.18,72.37068966,30.64285714,-18.32,-1.3200000000000003,18.560000000000002,28.0,116.0
235,E01000240,1.2,-1.26,0.01,6.71,0.0,1.94,1.83,54.72211907,35.41006688,-13.4,0.3800000000000001,11.02,28.41,201.975
236,E01000241,1.12,-4.42,1.28,6.86,0.75,-0.18,2.06,112.9496403,38.61386139,-12.649999999999999,0.08999999999999986,12.319999999999999,29.29,139.0
237,E01000242,0.46,4.46,1.89,1.3,0.21,2.66,2.1,64.8241206,35.43918919,-8.3,-0.45999999999999996,5.75,29.6,248.75
238,E01000243,-2.05,-5.92,1.07,5.91,0.06,2.67,1.15,82.08955224,28.37308651,-10.41,-0.61,9.8,28.09,134.0
239,E01000244,-0.14,-1.96,0.11,6.34,0.53,0.19,2.42,67.23163842,30.75299085,-17.43,2.66,11.67,28.42,221.25
240,E01000245,-0.28,-0.75,-0.85,5.75,-0.92,4.2,3.96,114.8148148,36.87035508,-14.719999999999999,2.7300000000000004,9.34,24.22,94.5
241,E01000246,3.22,1.99,3.63,3.28,0.42,1.87,1.25,78.17679558,37.12984055,-7.25,1.03,4.68,30.73,181.0
242,E01000247,0.41,-0.25,0.56,1.78,-0.82,1.25,1.14,124.1704036,38.70528109,-8.11,0.33999999999999997,7.2299999999999995,29.35,111.5
243,E01000248,1.86,-2.37,2.09,3.28,1.23,1.66,-0.14,71.57360406,42.12043562,-6.31,-0.30000000000000004,5.27,31.22,197.0
244,E01000249,5.55,0.36,3.02,2.12,0.71,-0.5,0.26,182.8282828,49.12056284,-0.44999999999999996,-0.33,0.23999999999999996,31.27,173.25
245,E01000250,0.7,-2.29,4.46,3.72,0.03,3.51,1.16,54.90196078,40.13355593,-13.37,1.22,7.57,29.95,153.0
246,E01000251,1.83,-3.2,1.79,0.78,1.28,3.59,2.62,115.7303371,33.75571982,-9.78,0.16999999999999993,8.11,28.41,111.25
247,E01000252,0.52,1.85,1.39,2.37,0.05,2.77,2.07,99.96,37.3351839,-7.18,1.27,4.57,28.82,125.0
248,E01000253,2.47,3.49,3.89,4.31,-0.3,2.09,0.63,75.85170341,31.13428944,-3.9,-0.8600000000000001,2.59,38.35,499.0
249,E01000254,2.45,4.48,2.79,0.47,0.11,1.52,0.88,119.5121951,44.96368803,-3.83,-0.7200000000000001,2.48,31.67,205.0
250,E01000255,1.82,2.03,1.35,4.64,-0.78,2.56,0.57,114.74358970000002,32.68344559,-4.18,-0.020000000000000018,2.3399999999999994,28.21,156.0
251,E01000256,2.07,-1.8,1.13,3.45,0.01,1.12,1.53,105.7638674,43.40878828,-9.64,-1.71,10.600000000000001,30.04,161.35
252,E01000257,1.3,-3.84,-1.26,8.27,-0.07,0.52,-0.02,99.96,30.60361399,-2.99,2.93,-3.7899999999999996,26.01,125.0
253,E01000258,0.92,1.8,1.3,6.79,-0.51,2.32,0.62,95.2888538,40.11646716,-9.290000000000001,-0.31,8.45,30.91,189.975
254,E01000259,4.16,2.44,1.06,3.07,-1.39,1.44,0.15,79.76959109,41.05845728,-20.509999999999998,6.26,13.280000000000001,28.91,197.475
255,E01000260,0.87,-3.42,2.14,5.31,0.01,0.88,1.23,62.28070175,32.90278722,-13.67,1.04,12.21,29.42,171.0
256,E01000261,3.07,1.76,3.46,3.32,1.03,1.45,1.01,118.8654618,38.48897536,2.49,-7.87,1.83,30.84,249.0
257,E01000262,-15.29,-0.11,0.56,8.66,0.75,2.81,1.14,150.0,26.04501608,-12.3,15.299999999999999,-5.93,31.1,212.0
258,E01000263,2.38,6.39,2.85,1.71,-0.49,0.34,0.93,81.31175807,46.59384881,-0.41999999999999993,-0.20000000000000007,0.62,34.79,376.975
259,E01000264,-0.71,-0.96,1.1,3.91,0.06,0.5,2.23,207.6923077,39.01581722,-11.39,-1.6099999999999999,11.61,28.45,123.5
260,E01000265,1.29,-0.88,-1.09,6.15,-0.25,2.91,-0.27,106.2780269,33.17182259,-10.66,-0.34,9.610000000000001,26.83,111.5
261,E01000266,3.4,0.89,6.1,1.02,0.97,1.39,0.48,91.24797407,34.76304739,-3.1999999999999997,-0.82,2.26,33.34,308.5
262,E01000267,2.77,1.21,1.92,0.54,1.1,2.42,0.95,202.4691358,39.15343915,-0.8499999999999996,-2.12,2.96,30.24,121.5
263,E01000268,0.94,-1.49,3.02,4.62,0.89,0.96,-0.04,89.07563025,37.42997199,-13.35,-5.74,19.21,28.56,119.0
264,E01000269,2.96,2.72,2.52,2.59,-0.01,0.28,2.58,141.639698,39.03761437,-6.64,1.2100000000000002,4.69,29.51,162.225
265,E01000270,3.63,1.25,4.89,1.9,0.24,0.85,2.19,174.6268657,42.13009774,-7.760000000000001,-0.88,8.8,29.67,134.0
266,E01000271,5.32,1.93,3.01,4.78,0.28,0.75,1.12,107.7419355,35.89661774,-4.6,-0.4,3.43,31.34,155.0
267,E01000272,3.75,4.31,3.35,3.86,-0.55,0.78,0.93,130.4526749,28.80128721,-3.3800000000000003,1.28,1.4500000000000002,37.29,303.75
268,E01000273,2.97,2.48,3.39,3.23,0.57,-0.47,2.18,116.6666667,35.86657497,-7.779999999999999,-1.06,6.6899999999999995,29.08,150.0
269,E01000274,1.4,1.17,4.67,2.01,-0.61,2.08,1.81,60.6557377,33.77144943,-10.44,1.2499999999999996,7.710000000000001,27.39,152.5
270,E01000275,3.86,-0.25,3.3,2.95,0.17,1.26,0.48,55.17032368,31.4709596,-6.3100000000000005,-0.56,5.5,31.68,206.225
271,E01000276,5.78,4.35,1.58,1.02,0.21,1.85,0.12,94.49541284,46.28975265,-3.9999999999999996,-0.63,4.43,33.96,272.5
272,E01000277,1.11,-2.63,0.12,5.59,0.59,2.58,1.55,132.4137931,25.59865093,-3.95,-1.5699999999999998,4.1,29.65,145.0
273,E01000278,7.22,5.58,3.39,-0.01,-1.71,0.8,0.2,96.19047619,46.47887324,-0.43999999999999995,0.6000000000000001,-0.5700000000000001,33.37,262.5
274,E01000279,3.1,3.19,4.6,4.81,-1.19,1.64,0.62,172.7272727,44.83286553,-4.79,0.5900000000000001,1.6600000000000001,39.19,495.0
275,E01000280,7.13,2.73,3.54,2.39,-1.34,1.19,0.24,179.3367347,44.95644844,-3.3,0.20999999999999996,1.48,35.59,392.0
276,E01000281,-0.34,-8.23,-2.93,6.76,0.19,0.14,1.97,57.44680851,27.1102284,-4.29,9.08,-7.960000000000001,30.21,117.5
277,E01000282,3.59,1.88,3.99,2.71,-0.66,0.87,1.58,97.64705882,38.37317603,-5.38,-0.38,5.140000000000001,32.21,212.5
278,E01000283,8.2,4.63,1.73,0.01,-1.12,1.37,0.79,88.2183908,39.51261967,0.9200000000000002,0.0,-1.97,34.47,348.0
279,E01000284,-1.24,1.12,2.92,3.25,-0.07,3.37,1.82,92.30769231,32.17873225,-6.95,1.7999999999999998,2.84,28.87,130.0
280,E01000285,1.44,-0.43,1.32,0.16,0.4,1.51,2.57,32.0754717,38.25918762,-4.44,0.65,4.0,25.85,212.0
281,E01000286,2.59,0.39,3.64,2.15,0.21,1.75,0.9,113.7096774,41.0585405,-1.7199999999999998,-3.8000000000000003,4.42,24.94,124.0
282,E01000287,2.41,2.03,2.15,4.83,-1.25,1.61,0.48,103.6363636,41.02134784,-2.2199999999999998,1.1999999999999997,-0.22999999999999998,23.89,137.5
283,E01000288,2.09,0.17,3.98,3.16,-1.11,3.1,1.61,80.55555556,41.89137866,-5.0200000000000005,2.37,0.7100000000000004,26.33,180.0
284,E01000289,0.86,2.2,1.62,2.24,-1.91,3.61,3.65,145.4545455,41.02799449,-3.9600000000000004,0.56,1.0000000000000002,21.79,99.0
285,E01000290,-0.96,5.59,4.46,1.36,1.28,4.53,1.31,91.0,40.50018664,1.9299999999999997,-3.83,0.6099999999999999,26.79,150.0
286,E01000291,0.89,-0.88,2.07,4.93,-0.03,1.9,2.87,134.78260869999997,36.19256018,-5.05,2.3800000000000003,0.08000000000000007,22.85,115.0
287,E01000292,2.36,3.65,3.16,3.28,1.15,0.72,1.2,135.0332594,43.52051836,-6.74,-1.63,7.26,27.78,135.3
288,E01000293,4.38,1.0,2.51,1.72,1.51,1.23,0.51,109.7560976,43.65821095,-5.61,-2.2600000000000002,7.42,29.96,205.0
289,E01000294,1.61,-1.53,4.52,1.86,1.86,1.6,1.77,169.3343594,37.48180495,-4.780000000000001,0.46,3.7300000000000004,27.48,129.95
290,E01000295,1.45,4.1,1.11,0.92,0.15,-0.13,1.8,215.6028369,38.99576133,-9.18,-0.8700000000000001,8.780000000000001,30.67,141.0
291,E01000296,-0.44,-2.54,1.9,5.82,-0.48,-0.2,1.24,63.90954621,34.89755453,-8.14,-1.2600000000000002,8.51,30.26,164.725
292,E01000297,1.94,1.19,-1.5,7.21,-0.38,0.94,1.62,101.4814815,37.74134791,-6.06,-2.61,7.8,27.45,135.0
293,E01000298,1.26,-1.71,0.4,4.79,0.89,0.4,2.23,116.6666667,38.08387317,-9.29,-1.41,9.21,29.33,150.0
294,E01000299,0.34,-2.9,1.6,3.56,1.43,-0.83,2.0,66.66666667,32.82252316,-16.37,-4.13,19.23,28.06,150.0
295,E01000300,-1.35,1.38,2.03,4.57,0.64,2.54,2.18,87.83382789,34.59459459,-4.27,-0.33999999999999997,2.86,29.6,168.5
296,E01000301,3.52,1.8,4.24,2.99,-0.31,2.5,1.23,104.3072289,46.51594921,-5.74,-1.01,4.68,32.29,249.0
297,E01000302,-0.84,-4.27,1.25,3.3,2.4,2.97,2.75,105.9352518,30.1609038,-12.94,5.16,4.49,29.21,139.0
298,E01000303,4.52,4.64,4.45,1.84,0.23,-1.6,0.09,128.7581699,45.56765163,-3.19,-2.74,4.45,32.15,229.5
299,E01000304,2.06,-2.65,0.72,5.38,1.17,1.0,0.56,81.87919463,39.17290785,-8.85,-4.0200000000000005,11.629999999999999,30.71,149.0
300,E01000305,-2.13,-5.38,1.8,6.58,1.54,2.81,3.01,237.0221328,31.02174805,-16.939999999999998,7.25,8.86,24.37,99.4
301,E01000306,0.98,-1.1,1.83,7.64,0.16,-0.22,2.09,50.15015015,34.6,-14.6,0.7,13.04,25.0,166.5
302,E01000307,-1.73,-1.7,1.54,6.91,1.43,-0.05,3.62,58.2278481,31.80354267,-9.59,0.95,7.72,24.84,158.0
303,E01000308,-0.85,-1.1,3.36,4.44,0.25,0.75,6.14,215.6779661,39.04939422,-4.6,2.3499999999999996,0.7399999999999998,21.46,118.0
304,E01000309,-1.05,-1.82,1.35,4.88,0.73,4.67,2.01,260.483871,40.59511158,-13.63,-3.8200000000000003,13.8,28.23,155.0
305,E01000310,0.05,-2.82,0.13,8.75,0.8,2.4,2.87,92.5,37.62635717,-11.77,-6.38,16.669999999999998,26.71,140.0
306,E01000311,4.02,3.55,0.2,6.61,0.46,0.32,-0.81,85.04672897,43.82306477,0.5700000000000001,-3.24,0.7599999999999998,31.65,267.5
307,E01000312,-1.65,-5.57,-0.08,6.83,-0.11,2.93,2.05,157.6804124,32.45283019,-12.87,2.58,9.88,23.85,97.0
308,E01000313,-0.7,-2.87,-0.53,4.43,-0.1,4.28,2.94,85.48611111,32.98387097,-12.89,-2.25,13.44,24.8,144.0
309,E01000314,-1.61,-2.57,1.52,5.62,1.16,1.55,3.57,165.4390244,33.11973019,-14.01,-1.4300000000000002,13.520000000000001,29.65,205.0
310,E01000315,1.4,0.85,3.1,5.79,-0.63,3.49,1.57,61.4205004,41.33160398,-1.34,0.7999999999999999,0.8000000000000003,23.13,154.875
311,E01000316,1.3,-1.54,0.95,3.05,0.34,3.98,1.57,86.63333333,28.13280971,-16.85,3.4299999999999997,11.73,28.01,150.0
312,E01000317,0.88,-0.94,1.72,4.57,1.46,2.29,1.92,87.31707317,34.89346839,-5.5600000000000005,0.14,3.5100000000000002,28.63,153.75
313,E01000318,1.34,2.22,1.48,2.57,-0.35,2.77,2.83,113.8461538,36.79012346,-3.08,-0.6599999999999999,3.31,28.35,195.0
314,E01000319,3.02,0.52,2.09,4.62,-1.05,1.7,1.87,140.9793814,36.87943262,-4.44,-0.94,4.279999999999999,29.61,194.0
315,E01000320,2.97,-1.1,2.71,3.64,0.56,2.38,1.56,212.3076923,36.94547917,-7.8100000000000005,1.08,6.08,29.53,130.0
316,E01000321,-2.0,-2.11,2.3,3.57,1.78,2.02,2.06,70.91901386,30.24606972,-8.84,-0.6200000000000001,8.209999999999999,29.26,169.671
317,E01000322,-1.18,-0.06,0.28,5.77,1.2,0.54,-0.61,88.04123711,35.12531784,-7.609999999999999,0.6399999999999999,5.99,27.53,121.25
318,E01000323,-0.3,-3.15,-0.6,6.21,0.2,1.92,0.88,97.38360908,33.11086392,-8.39,-0.9299999999999999,7.309999999999999,26.97,129.95
319,E01000324,2.88,0.07,1.39,4.56,-0.28,2.15,2.18,98.67549669,43.92557461,-7.4799999999999995,1.35,6.01,27.41,151.0
320,E01000325,1.21,1.82,6.85,1.22,0.22,1.19,1.59,78.33333333,46.14843475,-1.0300000000000002,-0.53,1.02,28.43,150.0
321,E01000326,3.16,1.29,5.38,-0.53,0.09,-2.73,1.95,114.2450142,48.82664648,-6.81,0.92,6.449999999999999,26.42,87.75
322,E01000327,4.67,0.61,6.06,2.49,0.06,-0.6,2.24,70.06802721,42.35588972,-2.7800000000000002,0.48,0.9700000000000001,27.93,147.0
323,E01000328,1.25,1.95,3.53,2.99,0.87,2.31,0.05,168.2795699,38.10564663,-4.46,1.46,2.4899999999999998,27.45,93.0
324,E01000329,1.48,2.58,3.48,-0.42,0.11,4.48,2.54,115.0,38.41257956,-3.0999999999999996,2.7,0.20000000000000018,26.71,100.0
325,E01000330,1.25,-2.25,6.57,1.37,2.01,3.78,3.21,131.9767442,36.42332947,-5.67,0.9500000000000002,3.9499999999999997,25.89,86.0
326,E01000331,0.49,0.56,5.95,2.54,0.36,6.03,2.31,88.67924528,35.62992126,-0.6299999999999999,-1.3800000000000003,1.04,25.4,119.25
327,E01000332,3.09,-0.31,3.96,2.19,0.58,0.77,3.44,116.4556962,42.28077398,-5.2,0.71,3.8200000000000003,24.29,79.0
328,E01000333,0.12,0.33,3.35,3.72,0.38,2.29,2.85,109.33891570000002,36.36363636,-7.86,-0.29,8.040000000000001,24.09,74.998
329,E01000334,1.18,2.0,3.44,1.87,-0.14,2.94,2.67,117.5,45.76677316,-6.94,1.06,5.109999999999999,25.04,100.0
330,E01000335,1.29,1.68,1.03,3.45,-2.91,1.32,0.88,136.65031919999998,43.57941834,-10.57,-0.13,9.34,22.35,72.998
331,E01000336,1.89,-0.54,-0.87,3.12,-2.0,1.16,0.9,166.66666669999995,40.10864645,-10.41,1.1600000000000001,9.48,22.09,63.0
332,E01000337,0.49,2.02,-0.77,1.93,-1.63,1.91,2.87,131.25,43.11624073,-8.75,2.51,5.97,24.26,72.0
333,E01000338,1.27,-2.55,2.33,0.94,-1.3,2.89,2.16,109.8765432,39.45328437,-10.190000000000001,0.010000000000000009,10.129999999999999,24.51,81.0
334,E01000339,1.28,-0.94,7.45,3.31,1.01,1.28,4.33,50.41050903,42.11476001,-1.7399999999999998,-1.3499999999999999,2.95,27.71,152.25
335,E01000340,1.45,1.97,5.47,4.2,0.24,1.08,3.38,95.43478261,40.87346025,-3.93,-0.17,2.5,26.79,115.0
336,E01000341,1.57,3.8,4.72,2.62,0.87,3.96,2.67,66.02316602,44.23631124,-2.93,0.32,2.27,27.76,129.5
337,E01000342,0.8,1.67,4.6,0.97,-0.88,1.03,0.71,90.0,43.7724982,-3.6499999999999995,0.15,3.52,27.78,115.0
338,E01000343,1.38,-0.94,4.37,2.12,-0.83,1.6,2.61,62.74509804,39.24879394,-4.38,0.55,2.5700000000000003,29.02,153.0
339,E01000344,2.06,5.39,5.31,3.88,-0.35,-0.22,-0.47,79.7833935,45.31362653,-4.88,-0.42,4.3999999999999995,27.74,138.5
340,E01000345,2.77,2.08,7.45,2.54,1.72,-1.78,0.41,74.6350365,43.97941681,-2.2399999999999998,-0.19999999999999998,1.4100000000000001,29.15,137.0
341,E01000346,2.63,-1.16,6.73,4.03,-0.81,1.82,0.51,71.61016949,38.70157819,-4.319999999999999,0.96,3.55,27.88,118.0
342,E01000347,1.94,-0.5,4.75,1.9,-1.28,1.08,2.2,77.72925764,36.52430044,-1.47,1.19,0.1100000000000001,27.16,114.5
343,E01000348,0.76,0.68,6.06,2.88,0.67,1.25,0.65,102.5495751,42.78283485,-3.21,0.76,1.5,30.76,176.5
344,E01000349,3.15,4.67,5.43,4.46,0.2,1.3,1.21,69.49152542,42.77476255,-5.35,0.9199999999999999,3.8299999999999996,29.48,177.0
345,E01000350,1.98,-0.05,5.41,3.31,0.92,1.99,0.95,73.33333333,37.93584379,-5.5,1.34,3.59,28.68,150.0
346,E01000351,1.06,-2.48,9.16,3.04,-0.06,1.11,3.46,107.4688797,39.92220651,-4.6899999999999995,0.65,3.56,28.28,114.475
347,E01000352,0.89,2.97,4.49,1.46,0.83,3.95,1.12,132.0733741,39.20265781,-4.58,0.8600000000000001,2.74,27.09,89.95
348,E01000353,1.73,2.66,8.16,2.31,0.06,1.72,2.04,86.66666667,39.71753359,-1.3499999999999996,0.45,0.15,29.03,150.0
349,E01000354,1.42,0.41,6.65,2.21,1.11,2.86,1.73,104.5547525,43.25971059,0.8600000000000003,-3.99,2.5,26.26,109.995
350,E01000355,0.65,1.44,6.25,3.1,1.11,1.97,2.12,75.94646415,39.40373563,-2.12,0.49,1.1400000000000001,27.84,132.995
351,E01000356,3.23,3.04,7.96,3.16,-1.03,1.12,3.16,72.03947368,40.73283529,-4.39,0.9600000000000001,2.8,28.11,152.0
352,E01000357,1.1,2.47,3.87,2.29,0.11,0.22,1.32,73.8410596,42.72665765,-4.32,1.43,2.67,29.56,151.0
353,E01000358,4.24,-0.67,7.76,3.54,2.03,0.34,2.41,96.80851064,42.16351303,-0.21999999999999975,0.040000000000000036,-0.59,28.01,94.0
354,E01000359,-0.33,2.29,8.0,2.67,-0.37,0.39,1.73,66.66666667,40.31607263,-1.8400000000000007,0.20999999999999996,0.8200000000000001,29.74,150.0
355,E01000360,1.75,0.5,3.13,2.62,1.26,1.92,-0.36,85.92964824,37.78883754,-9.24,-0.23,7.99,28.13,99.5
356,E01000361,1.9,1.0,3.09,4.23,-0.37,-0.9,1.4,82.17054264,41.65482955,-3.21,-2.65,5.359999999999999,28.16,129.0
357,E01000362,3.61,3.12,4.85,1.84,1.23,2.27,1.21,106.6588785,41.22807018,-3.4800000000000004,-0.92,3.77,27.36,107.0
358,E01000363,1.63,0.46,5.26,2.39,0.24,1.67,0.87,106.8965517,39.71291866,-3.37,0.15,3.21,29.26,145.0
359,E01000364,2.49,-1.36,6.4,5.06,0.53,0.79,2.36,80.0,39.84620762,-3.83,-0.15999999999999998,3.5300000000000002,28.61,137.5
360,E01000365,1.27,-1.95,4.35,2.79,2.47,4.2,2.24,89.16666667,34.78888488,-5.21,-1.1300000000000001,5.9,27.71,90.0
361,E01000366,3.58,5.32,4.44,2.52,-0.72,-1.44,0.77,103.0701754,42.89834174,-6.55,1.44,2.8499999999999996,27.74,114.0
362,E01000367,0.51,0.05,2.64,1.03,-0.09,4.03,4.52,114.8809524,45.18923849,1.0099999999999998,-1.94,1.2099999999999997,21.93,84.0
363,E01000368,1.75,3.24,1.78,2.86,-1.21,5.01,4.16,85.39325843,48.77371587,-2.94,1.2699999999999998,1.0899999999999999,21.61,89.0
364,E01000369,1.51,-2.3,2.54,1.71,-0.24,3.16,3.59,62.47139588,46.57370518,-1.4000000000000001,0.06000000000000005,1.1900000000000002,25.1,109.25
365,E01000370,1.09,1.34,5.96,1.62,0.48,2.66,2.7,64.33566434,45.3541508,-8.9,5.140000000000001,3.07,26.26,143.0
366,E01000371,1.37,2.62,4.72,3.71,0.49,0.48,0.07,85.91428571,49.09162717,-0.9499999999999997,-1.0999999999999999,0.79,25.32,112.0
367,E01000372,0.26,1.12,2.56,1.36,0.05,3.29,2.65,83.63636364,44.24620874,-3.5999999999999996,1.2999999999999998,1.63,22.42,110.0
