,LSOA11CD,SEC1_chg,SEC2_chg,SEC3_chg,SEC4_chg,SEC5_chg,SEC6_chg,SEC7_chg,hseP_chg,inc_chg,owned_chg,socRent_chg,pteRent_chg,inc_01,hseP_01
660,E01000675,6.04,-1.32,3.98,1.37,-0.89,1.63,2.22,103.180212,48.62758387,-8.219999999999999,-0.73,7.67,29.51,141.5
661,E01000676,4.49,-1.39,2.82,3.29,1.78,1.45,0.47,37.04318937,41.04423495,-1.35,-7.17,6.789999999999999,27.58,150.5
662,E01000677,-0.99,2.82,-0.59,5.19,-1.7,1.29,1.2,101.0162602,45.24612272,-5.57,-2.5900000000000003,7.19,29.66,123.0
663,E01000678,3.63,2.2,4.54,1.71,0.1,-1.42,1.54,99.43422914,37.1190247,-10.55,-0.42,8.33,31.17,176.75
664,E01000679,3.75,1.1,3.01,1.94,-0.09,2.24,-0.5,81.48820327,44.65099965,-4.85,-0.51,4.75,28.51,137.75
665,E01000680,5.46,3.68,5.17,3.1,-0.19,1.85,1.54,96.85534591,39.4041769,-1.07,-0.4,0.5499999999999999,32.56,198.75
666,E01000681,3.88,4.68,5.21,1.35,-0.9,1.18,1.44,84.81848185,45.0639554,0.5800000000000001,-0.76,0.18,30.49,151.5
667,E01000682,2.56,3.36,4.05,4.16,0.66,2.37,0.64,58.2278481,43.84253028,-0.04999999999999982,-0.9099999999999999,0.8099999999999999,29.72,158.0
668,E01000683,-0.1,-1.41,5.97,3.51,0.2,2.33,1.56,51.81518152,39.53953954,-2.26,-0.73,2.49,29.97,151.5
669,E01000684,4.7,1.55,3.62,2.23,-0.51,1.15,1.17,44.33076325,43.19470699,-3.58,-0.49,3.51,31.74,237.995
670,E01000685,3.32,4.28,3.04,3.14,-0.2,2.78,1.16,82.69230769,40.76124567,-3.66,1.91,0.6299999999999999,28.9,156.0
671,E01000686,3.23,3.84,6.7,2.49,0.26,2.03,1.02,33.03769401,38.71911573,-2.98,-0.83,0.75,30.76,225.5
672,E01000687,1.15,5.14,5.13,1.54,0.3,1.54,1.24,97.41935484,40.43948836,-3.1500000000000004,-0.08000000000000002,3.1,30.49,155.0
673,E01000688,8.02,1.32,6.14,1.9,-0.37,2.86,1.48,91.9047619,43.48635236,-1.5100000000000002,-0.14,0.67,32.24,210.0
674,E01000689,3.44,-2.65,9.83,3.75,0.38,0.76,3.02,67.44186047,38.79562044,-5.68,0.34,3.87,27.4,129.0
675,E01000690,1.89,3.25,4.42,3.26,1.54,0.99,0.65,82.08955224,36.67953668,-4.51,0.58,3.2,31.08,167.5
676,E01000691,2.35,-0.06,3.52,4.15,0.14,4.11,1.67,71.8464351,39.21428571,-1.3699999999999997,-1.04,1.28,28.0,136.75
677,E01000692,1.53,1.58,6.82,1.08,2.0,0.7,0.44,82.65625,36.05331599,-5.01,-0.5399999999999999,4.779999999999999,30.76,160.0
678,E01000693,0.87,3.83,5.36,2.4,0.54,1.59,-0.43,124.3243243,35.92814371,-4.13,0.6100000000000001,0.9000000000000004,31.73,185.0
679,E01000694,9.92,7.89,6.11,3.42,0.41,1.18,0.0,53.32428765,39.48473817,-1.57,0.11,0.040000000000000036,35.71,368.5
680,E01000695,1.61,6.84,6.94,0.68,-0.01,0.44,1.01,128.1830319,44.25931536,-3.36,-0.18,2.09,33.01,205.975
681,E01000696,7.82,3.6,3.42,2.92,0.07,1.44,0.12,135.5555556,45.19368723,-0.6699999999999999,-2.59,1.8199999999999998,34.85,225.0
682,E01000697,1.26,3.39,3.31,3.54,1.77,0.82,0.64,96.43548387,42.92088043,-5.130000000000001,-1.77,5.59,33.62,155.0
683,E01000698,3.25,4.36,6.67,4.58,0.83,2.01,1.4,71.42857143,33.77425044,-1.35,0.45,-0.24999999999999994,34.02,315.0
684,E01000699,1.67,1.18,-2.11,3.88,-1.23,1.76,-0.23,122.650263,41.15830116,-5.2299999999999995,-0.020000000000000018,5.24,25.9,96.564
685,E01000700,4.57,4.86,1.65,1.65,-2.7,0.52,0.81,113.7044968,46.0738616,0.44999999999999973,-1.1,0.7200000000000002,27.89,116.75
686,E01000701,5.02,0.03,1.33,2.43,-0.3,3.04,1.05,176.9230769,39.92315753,-7.5,0.6400000000000001,5.609999999999999,28.63,97.5
687,E01000702,4.83,3.93,4.73,1.4,-1.71,-3.33,-1.71,87.34732745,47.01153443,1.3800000000000003,-1.9300000000000002,2.87,28.61,144.918
688,E01000703,3.98,-0.74,2.72,4.53,-0.44,1.59,0.97,109.0909091,41.67767503,-10.67,3.0100000000000002,5.96,30.28,165.0
689,E01000704,3.23,0.65,1.94,2.37,-1.69,0.54,-0.83,89.39393939,41.55701754,-3.02,-1.01,2.6100000000000003,27.36,132.0
690,E01000705,1.34,5.02,1.55,1.18,-0.82,1.4,0.28,156.4102564,44.76332464,-2.1599999999999997,-1.75,3.1599999999999997,26.83,97.5
691,E01000706,2.65,3.69,3.61,2.91,1.03,2.21,-0.26,46.23000762,46.83111954,-8.040000000000001,2.4400000000000004,5.880000000000001,26.35,131.3
692,E01000707,6.54,-0.03,3.69,1.27,-1.06,-1.19,0.45,124.27818700000002,46.0952381,-1.3900000000000001,-0.7799999999999999,1.79,31.5,176.5
693,E01000708,4.23,0.84,4.34,1.48,0.27,1.56,0.11,134.0,42.00339559,-4.74,0.84,3.0900000000000003,29.45,125.0
694,E01000709,2.14,5.46,1.53,3.62,0.13,0.67,1.78,61.19634881,37.07317073,-8.52,-0.38,8.01,28.7,128.725
695,E01000710,4.06,-0.92,6.5,2.89,0.11,-0.4,0.2,68.6746988,38.48434926,-8.9,0.30999999999999994,7.0600000000000005,30.35,124.5
696,E01000711,1.43,2.09,2.18,2.78,0.38,1.5,0.68,61.68717047,34.63161311,-8.01,-3.09,9.64,30.81,142.25
697,E01000712,2.66,0.48,4.21,2.97,0.89,0.27,0.05,93.79844961,43.15068493,-6.67,-0.26,5.68,30.66,129.0
698,E01000713,-0.61,4.99,1.69,3.28,-0.28,2.56,1.94,67.52440106,40.97829608,-10.180000000000001,-0.72,10.700000000000001,30.87,140.875
699,E01000714,3.39,2.96,4.02,1.4,1.14,-0.39,0.14,72.72727273,37.71428571,-10.86,-0.6799999999999999,9.969999999999999,29.75,165.0
700,E01000715,4.32,3.58,5.63,3.08,0.01,0.31,2.16,54.28571429,42.58831297,-4.3,-1.88,4.49,30.29,175.0
701,E01000716,4.62,3.18,5.98,1.73,-0.01,1.3,0.13,264.0350877,40.86757991,-4.89,0.5,3.97,30.66,114.0
702,E01000717,-1.03,2.36,5.12,3.78,0.54,-0.16,1.01,107.253886,37.15231788,-9.319999999999999,-1.61,10.51,30.2,96.5
703,E01000718,1.59,0.76,1.06,2.58,0.18,0.62,1.6,210.97560980000003,38.66716867,-6.46,-0.64,3.13,26.56,82.0
704,E01000719,0.47,0.6,0.29,1.2,1.45,2.7,1.76,100.3642987,34.13071337,-17.77,7.32,5.3100000000000005,23.41,82.35
705,E01000720,0.25,-2.59,0.91,2.58,-2.05,4.8,2.15,103.2679739,30.29117775,-2.9000000000000004,-0.18000000000000016,4.73,23.01,76.5
706,E01000721,-0.9,0.5,1.4,-0.16,-0.73,5.54,-0.5,46.66666667,32.78379651,4.54,-1.4099999999999997,0.56,21.23,82.5
707,E01000722,1.49,-1.84,1.78,0.02,0.04,7.3,3.45,100.9803922,37.38738739,-8.8,2.52,5.92,24.42,102.0
708,E01000723,-0.24,0.88,9.49,4.33,0.14,4.09,4.02,51.31578947,32.84757779,-3.539999999999999,-0.010000000000000009,3.02,25.39,152.0
709,E01000724,-0.12,0.95,2.27,2.18,-0.15,5.16,0.37,119.1011236,35.89028359,-4.949999999999999,5.91,-0.6299999999999999,21.51,89.0
710,E01000725,-0.15,-1.32,2.47,3.93,2.21,2.04,1.91,61.62162162,34.07043407,-5.38,1.65,3.37,24.42,92.5
711,E01000726,0.42,4.0,2.12,2.45,1.28,2.86,1.57,74.95833333,36.62947287,-6.949999999999999,0.13,5.65,25.99,120.0
712,E01000727,1.76,1.38,3.82,3.79,-1.33,5.05,1.46,80.76923077,35.04847129,-7.619999999999999,7.210000000000001,1.08,26.82,130.0
713,E01000728,3.43,1.37,3.07,1.67,0.45,2.63,1.88,52.34042553,38.14878893,-5.25,1.3199999999999998,3.3200000000000003,23.12,117.5
714,E01000729,0.49,-0.45,2.19,2.11,-1.06,6.0,0.7,196.2962963,33.07875895,-6.58,4.68,-1.03,20.95,60.75
715,E01000730,0.57,1.87,0.18,1.22,-0.68,2.22,2.28,111.0817942,38.1792183,-5.83,4.38,2.82,20.98,94.75
716,E01000731,1.58,1.54,5.55,0.97,-0.77,2.67,2.51,65.51724138,38.77109476,-5.03,2.77,3.1999999999999997,23.11,116.0
717,E01000732,1.75,3.58,2.94,4.29,-0.82,2.87,2.46,70.0,39.13879277,-0.54,-0.6599999999999997,1.3699999999999997,26.01,150.0
718,E01000733,1.66,3.62,4.01,1.76,-0.86,3.79,1.99,74.61619595,38.75873407,-7.3500000000000005,4.38,1.0699999999999998,24.33,127.995
719,E01000734,5.0,1.12,4.59,3.74,-1.0,1.88,0.39,100.6315789,45.20969604,-5.440000000000001,-0.10000000000000009,5.56,25.99,118.75
720,E01000735,-0.04,1.25,4.06,3.86,-1.05,1.4,1.32,90.13896714,35.85158695,-6.67,2.2399999999999998,3.89,22.37,106.5
721,E01000736,1.99,-0.08,4.93,4.88,-1.93,3.54,1.41,92.38095238,39.15816327,-0.8300000000000001,-0.47,0.9099999999999999,23.52,105.0
722,E01000737,1.63,-2.04,8.44,-0.53,0.11,5.85,1.41,102.5714286,30.94650206,-4.98,4.52,0.95,24.3,96.25
723,E01000738,1.22,1.71,2.46,5.23,-0.6,2.7,2.92,79.62962963,35.53128937,-6.42,1.65,5.08,23.81,135.0
724,E01000739,2.58,1.46,2.89,-1.34,0.18,6.56,2.17,73.70892019,36.92671395,-6.41,4.96,-0.10999999999999988,21.15,106.5
725,E01000740,0.89,-2.19,-1.98,3.58,-0.85,2.08,2.79,116.7857143,42.96106119,-11.870000000000001,-3.0999999999999996,14.25,23.37,70.0
726,E01000741,3.68,-0.04,-0.65,2.28,0.74,-0.33,3.11,147.05882350000005,45.02329521,-5.14,-0.76,6.19,23.61,85.0
727,E01000742,0.54,0.78,1.15,4.3,-1.07,-0.4,1.55,179.2523082,44.53092995,-11.75,1.46,8.149999999999999,24.41,79.498
728,E01000743,0.72,-1.19,2.62,4.49,1.2,5.22,1.07,85.63660229,34.34204493,-9.02,-0.69,4.430000000000001,21.81,79.995
729,E01000744,0.06,-3.78,2.93,2.09,1.44,1.34,3.7,94.25287356,32.50469043,-6.200000000000001,4.61,0.5699999999999998,21.32,87.0
730,E01000745,1.2,3.13,-0.97,3.83,-1.21,-0.84,1.52,130.2313072,43.62994904,-7.630000000000001,-3.4299999999999997,10.25,25.51,92.95
731,E01000746,4.8,1.2,-0.6,3.05,0.19,1.37,0.66,127.2804774,46.80685358,-10.41,-1.81,12.33,25.68,87.975
732,E01000747,-0.16,3.11,5.6,4.89,0.35,0.86,2.64,88.58560794,34.66666667,5.04,1.66,-7.7,30.75,201.5
733,E01000748,2.7,3.88,7.42,1.26,-0.11,2.21,0.48,100.2164502,39.53333333,-4.2299999999999995,0.39,0.69,30.0,231.0
734,E01000749,0.81,3.9,6.3,1.59,1.03,2.66,3.69,64.36170213,36.30252101,-2.56,1.99,0.09999999999999998,29.75,188.0
735,E01000750,1.54,0.32,3.83,4.12,-0.11,2.45,3.75,98.21428571,39.9380805,-0.08999999999999997,0.62,-1.1199999999999999,25.84,140.0
736,E01000751,2.66,-0.13,5.09,3.06,0.93,0.95,0.49,52.94117647,40.1226158,-8.47,5.29,2.25,29.36,170.0
737,E01000752,2.98,2.52,8.74,0.03,1.09,3.61,2.72,72.34042553,37.32223378,-2.3,-0.52,2.34,28.83,141.0
738,E01000753,4.39,2.28,10.49,1.52,1.09,1.46,0.49,90.86057441,46.58869396,-3.35,0.27,2.01,30.78,191.5
739,E01000754,0.19,-0.01,5.0,4.49,0.57,2.13,1.62,67.95952782,42.78020868,-3.46,-0.66,3.43,29.71,148.25
740,E01000755,4.19,2.59,5.01,1.12,2.29,1.49,1.39,92.64931087,50.15156618,-3.32,-0.3,3.1399999999999997,29.69,163.25
741,E01000756,4.1,-0.9,8.17,4.73,0.74,1.48,1.78,152.173913,53.66698143,-2.3400000000000003,0.9299999999999999,-0.09000000000000008,31.77,230.0
742,E01000757,4.15,4.47,7.26,2.27,1.33,0.43,0.39,75.35545024,45.59848005,-1.1799999999999997,0.0,0.6699999999999999,31.58,211.0
743,E01000758,4.57,2.74,5.85,2.01,-0.14,0.27,1.25,49.38419145,46.46562905,-4.359999999999999,1.16,1.68,30.84,202.498
744,E01000759,2.15,3.15,3.07,4.77,-0.59,0.84,0.58,87.9021879,43.0474334,-2.2800000000000002,-0.03,1.4,30.78,194.25
745,E01000760,3.34,1.48,5.99,3.65,-0.79,0.14,1.58,76.38888889,44.93649159,-1.6099999999999999,-0.010000000000000009,0.3400000000000001,29.13,180.0
746,E01000761,1.27,0.43,5.58,3.33,-0.02,0.25,1.06,65.59139785,40.01301236,-0.6499999999999995,-0.18999999999999997,1.1800000000000002,30.74,186.0
747,E01000762,6.06,0.58,6.2,4.04,-0.16,2.84,0.73,134.741784,50.37774725,-5.01,-0.75,4.69,29.12,106.5
748,E01000763,2.45,0.29,6.52,2.69,-1.57,2.77,1.51,91.08433735,43.5259929,-1.4,-0.23,1.05,30.97,207.5
749,E01000764,4.38,0.09,2.83,1.45,1.89,2.91,2.09,50.60240964,46.4603344,3.09,-2.36,-0.43999999999999995,28.11,166.0
750,E01000765,1.64,-1.68,5.81,4.6,1.41,1.53,1.9,128.1963113,45.30368404,-3.48,-0.47,3.09,30.13,159.95
751,E01000766,4.51,1.05,7.67,2.37,1.69,0.07,0.49,63.75545852,45.45163357,2.34,-1.77,-0.53,31.22,229.0
752,E01000767,5.04,2.03,5.71,-0.08,-0.88,2.62,0.89,82.14285714,43.91415759,-0.47,-0.54,1.0399999999999998,31.22,210.0
753,E01000768,3.84,5.74,5.24,1.55,-0.27,-0.15,1.47,57.63274336,41.99415395,-4.93,-0.20999999999999996,4.17,30.79,226.0
754,E01000769,1.23,3.58,5.2,1.55,-0.08,0.19,2.4,53.45622120000001,43.42895264,-1.8599999999999999,-0.54,1.74,29.98,217.0
755,E01000770,8.45,2.36,4.8,3.26,0.15,0.18,-0.06,205.9764857,48.18932656,-5.25,-2.0,4.359999999999999,31.48,130.729
756,E01000771,3.16,4.73,0.47,2.06,-0.61,2.05,2.11,62.14042473,42.61454662,-2.4099999999999997,0.45,1.1600000000000001,31.21,233.748
757,E01000772,3.53,7.75,4.35,3.44,0.03,-0.62,1.0,55.26315789,45.71984436,-4.07,0.14999999999999997,3.1099999999999994,30.84,190.0
758,E01000773,2.69,2.41,5.59,3.94,0.34,1.35,1.72,69.49598631,42.13501829,-2.1399999999999997,0.44999999999999996,1.3699999999999999,30.07,189.975
759,E01000774,5.69,2.38,2.65,2.09,-0.21,-1.09,1.65,110.0,46.31217839,-3.17,-0.11,2.31,29.15,150.0
760,E01000775,3.15,7.56,4.48,2.42,-0.97,0.59,-0.49,24.66666667,35.60946391,-3.51,-2.4,4.3,33.39,375.0
761,E01000777,2.49,3.01,2.46,2.59,-1.77,2.48,0.61,95.58823529,42.94850219,-3.4099999999999997,-0.22999999999999998,3.4899999999999998,29.71,170.0
762,E01000778,-0.19,2.15,4.04,1.24,0.21,1.16,3.0,72.8125,43.59437026,1.7100000000000004,-1.5700000000000003,0.010000000000000231,27.71,160.0
763,E01000779,1.91,4.47,5.96,3.77,-0.81,2.87,1.01,129.7674419,41.02463825,-3.7899999999999996,-1.82,3.26,25.57,107.5
764,E01000780,0.61,4.16,2.38,1.81,0.06,3.49,2.02,85.96491228,41.72850284,-7.359999999999999,1.28,4.68,22.91,128.25
765,E01000781,1.72,1.35,3.12,1.91,0.68,2.28,4.02,94.07008086,40.71494893,-5.24,2.69,3.2399999999999998,21.54,92.75
766,E01000782,2.09,2.35,2.29,4.51,0.3,3.89,2.73,69.14893617,40.42246759,-5.38,-0.45999999999999996,6.62,20.83,94.0
767,E01000783,0.94,1.62,0.09,3.77,-0.95,3.42,4.05,85.37859008,37.39050254,-7.16,1.1099999999999999,5.199999999999999,21.69,95.75
768,E01000784,2.14,-1.13,3.25,3.04,1.25,3.29,0.43,81.52866242,36.73758865,-0.9900000000000001,-2.25,2.3899999999999997,28.2,157.0
769,E01000785,1.17,1.71,3.87,2.43,0.88,2.69,2.36,102.5255468,41.09024279,-1.6400000000000001,1.8399999999999999,-0.6199999999999997,21.83,89.248
770,E01000786,3.08,4.56,7.17,3.96,2.53,1.21,2.75,74.67445752,34.39116937,-1.450000000000001,0.22999999999999998,0.5800000000000001,28.99,177.473
771,E01000787,2.91,1.03,6.35,3.45,3.06,3.73,1.99,72.91666667,39.74827446,-2.6300000000000003,-1.63,3.65,24.63,120.0
772,E01000788,1.2,2.89,5.17,1.88,0.82,1.46,1.7,71.875,35.5405911,-1.2300000000000004,-2.2800000000000002,1.37,26.73,160.0
773,E01000789,1.11,0.94,0.93,1.7,-1.11,0.43,2.39,55.46218487,37.11478339,-0.5,0.8,-2.04,22.39,119.0
774,E01000790,3.62,-1.69,1.65,1.59,-0.23,3.37,2.11,18.30985915,34.37392796,-13.65,5.23,5.66,29.15,177.5
775,E01000791,4.02,3.09,8.33,0.83,0.38,3.56,2.39,75.12504255,41.34099617,-1.3800000000000001,-0.96,1.55,26.1,152.748
776,E01000792,4.44,3.04,7.82,3.95,0.34,0.04,-0.24,73.75886525,45.80721003,13.280000000000001,-15.94,1.25,25.52,141.0
777,E01000793,4.86,4.77,6.26,1.57,0.39,2.51,0.22,80.21680217,38.6257505,-2.43,0.45,1.53,29.98,184.5
778,E01000794,0.69,2.81,6.03,4.63,1.09,3.4,1.32,57.00483092,38.005923,-1.1999999999999993,-0.31,0.6900000000000001,30.39,207.0
779,E01000795,3.36,-0.12,5.47,0.96,0.73,2.24,2.42,70.14705882,38.50954479,-3.5500000000000003,1.74,1.25,27.24,170.0
780,E01000796,1.41,1.55,-1.64,3.11,0.3,-0.05,0.92,247.9773815,40.75984991,2.52,0.3799999999999999,1.03,21.32,57.475
781,E01000797,3.62,-2.48,4.51,1.45,1.06,0.38,1.49,320.6185567,43.81017882,-1.37,-0.8,0.09999999999999987,29.08,121.25
782,E01000798,-1.05,-2.0,0.28,3.13,-0.45,5.05,2.67,147.66666669999995,33.2232185,-7.1000000000000005,4.24,3.38,21.19,75.0
783,E01000799,4.06,-0.85,-0.43,1.37,0.75,0.46,0.27,85.90012589,45.87771203,-8.21,1.3499999999999999,4.9799999999999995,25.35,119.15
784,E01000800,-0.88,-1.14,-1.37,3.03,1.36,-1.19,4.27,130.6578947,32.50620347,-10.649999999999999,3.29,7.949999999999999,24.18,76.0
785,E01000801,-0.03,4.09,2.1,3.39,-0.23,0.94,2.92,113.3353543,45.95726854,0.020000000000000018,-3.02,3.76,23.87,65.975
786,E01000802,0.73,2.67,0.98,2.34,1.26,-0.27,0.34,133.3333333,45.26397516,-1.8100000000000005,-2.51,4.03,25.76,105.0
787,E01000803,-0.01,1.95,0.57,1.82,1.04,1.43,1.03,229.0488432,46.86658977,-5.24,-1.33,6.420000000000001,26.01,97.25
788,E01000804,5.12,2.86,3.23,3.65,-0.59,1.17,1.04,66.35514019,46.03891591,-1.71,-2.07,3.41,28.78,267.5
789,E01000805,3.52,0.92,0.86,2.14,-1.75,1.03,1.34,113.6709402,49.63592233,-5.8,-1.17,6.75,24.72,117.0
790,E01000806,0.15,3.38,-0.19,2.19,0.49,-0.2,0.51,163.6655949,40.51191527,-6.47,-2.9699999999999998,10.57,22.66,69.975
791,E01000807,4.14,-0.89,4.15,1.57,0.85,2.16,1.14,89.34782609,40.48338369,-1.4800000000000004,1.16,-0.18999999999999995,33.1,230.0
792,E01000808,4.6,1.7,6.07,3.68,0.59,2.6,0.41,129.4763162,46.97965571,-0.6300000000000001,-0.95,0.6399999999999999,31.95,179.975
793,E01000809,3.87,3.76,5.36,2.78,-0.24,1.83,2.73,86.82795699,43.02288108,-3.2800000000000002,-0.35000000000000003,2.21,31.03,186.0
794,E01000810,4.44,3.78,7.04,2.59,0.46,1.01,0.64,49.53703704,42.18611521,-2.67,-0.5,2.66,33.85,270.0
795,E01000811,3.9,-0.48,4.58,2.09,-0.63,1.47,2.91,222.5,51.0231466,-3.7399999999999998,-0.49,4.07,29.81,100.0
796,E01000812,2.27,1.41,6.7,1.98,1.57,3.57,1.3,125.2066116,43.25236167,-6.180000000000001,-0.04999999999999999,5.51,29.64,121.0
797,E01000813,4.87,1.77,3.01,1.06,1.76,2.93,1.59,66.89466484,43.0371567,-1.870000000000001,0.31,0.30999999999999983,30.95,182.75
798,E01000814,7.19,1.3,4.28,2.62,0.61,-0.78,1.1,57.64705882,42.29411765,-0.5200000000000005,-0.89,1.76,34.0,297.5
799,E01000815,3.49,4.97,8.24,1.75,-0.02,-0.49,0.17,42.85714286,40.62234795,-2.12,0.36,0.88,35.35,350.0
800,E01000816,1.74,3.66,3.55,2.8,-0.22,0.32,2.17,77.02248186,38.96437752,-2.5999999999999996,-0.26,2.6799999999999997,27.23,141.225
801,E01000818,0.77,-0.17,4.49,2.85,0.94,3.44,0.66,72.45989305,36.93259972,-3.3000000000000007,1.47,1.64,29.08,187.0
802,E01000819,2.11,-0.34,0.71,3.8,-1.31,0.22,2.26,119.0082645,36.67326733,-7.75,4.6,-0.18000000000000016,25.25,121.0
803,E01000820,3.25,3.19,3.67,1.19,0.54,1.66,0.93,44.06332454,38.6176066,-6.26,-0.71,6.21,29.08,189.5
804,E01000822,1.91,-0.49,2.45,4.29,-0.62,3.13,2.13,79.31818182,39.46346629,-3.24,-0.12,2.8,28.33,110.0
805,E01000823,2.39,-0.97,3.46,2.46,-0.12,-0.42,0.71,98.13780261,41.73441734,-6.640000000000001,-0.59,7.2,29.52,134.25
806,E01000824,-1.65,0.95,0.92,3.03,0.32,2.49,2.32,77.11538462,38.97952100000001,-2.5700000000000003,-1.0599999999999998,2.8299999999999996,28.81,130.0
807,E01000825,0.74,0.47,3.84,1.57,-0.16,-0.35,-0.08,77.07509881,37.94564066,-8.81,-0.7,7.35,28.33,126.5
808,E01000826,2.49,2.93,4.93,1.15,0.1,0.78,0.7,83.87096774,44.33538979,0.08000000000000007,-0.69,0.6099999999999999,35.66,310.0
809,E01000827,3.11,2.99,2.17,3.53,1.11,1.64,1.35,42.42424242,42.52019386,-5.37,-1.0899999999999999,5.86,30.95,165.0
810,E01000828,3.19,2.37,5.54,1.95,0.31,0.7,2.67,113.740458,38.47392144,-2.04,-1.7599999999999998,2.89,31.06,131.0
811,E01000829,2.68,1.3,2.65,1.0,1.14,2.36,0.82,70.2020202,43.53281853,-9.92,-0.27999999999999997,9.66,31.08,148.5
812,E01000830,5.72,7.72,1.88,3.37,0.45,-0.57,0.09,81.03241297,39.91946309,-0.29999999999999993,-0.38,-0.23,37.25,416.5
813,E01000831,1.27,4.86,4.45,2.27,1.39,0.42,1.63,90.98039216,45.0144277,-2.99,-1.7400000000000002,4.1,31.19,127.5
814,E01000832,1.5,2.86,4.93,4.34,0.14,-0.87,0.72,101.1173184,39.29924242,-3.96,0.2,1.1300000000000001,31.68,179.0
815,E01000833,2.73,0.57,3.96,2.99,0.32,1.26,-0.08,90.6779661,45.48156956,-2.2,-0.009999999999999981,1.4000000000000001,33.64,236.0
816,E01000834,3.08,2.45,2.01,1.98,0.91,0.71,1.32,100.2688172,47.61444229999999,-0.10999999999999988,-0.42,-0.13999999999999999,31.02,186.0
817,E01000835,1.27,0.19,9.65,2.39,-0.22,0.9,0.54,63.79310345,42.62458472,-4.83,-0.42,4.53,30.1,174.0
818,E01000836,4.28,-0.75,2.84,4.01,1.29,0.14,-0.02,103.2876712,41.14697587,-0.19999999999999996,-1.4,0.6,31.91,182.5
819,E01000837,4.65,1.94,4.9,1.8,1.74,3.42,2.35,84.93150685,40.23569024,-3.35,-1.42,2.9099999999999997,29.7,146.0
820,E01000838,2.81,3.74,6.98,2.36,0.79,0.14,1.43,81.71052632,42.26973684,0.84,-0.42999999999999994,-1.32,30.4,190.0
821,E01000839,3.06,2.17,6.56,1.98,-0.09,1.35,-0.56,75.03805175,37.66586248,-5.880000000000001,-0.44999999999999996,3.82,33.16,229.95
822,E01000840,2.04,3.03,7.67,3.45,0.58,4.5,1.91,33.9246891,34.79623824,-1.35,1.37,-0.13999999999999999,31.9,287.475
823,E01000841,3.4,0.67,6.98,2.83,-0.47,2.5,2.61,109.9533437,41.64516129,1.2,0.32,-2.0200000000000005,31.0,160.75
824,E01000842,4.21,5.06,1.24,2.51,0.71,0.16,0.03,69.35483871,49.47280799,2.910000000000001,-4.84,-0.03000000000000025,36.04,310.0
825,E01000843,0.85,0.1,0.54,2.01,1.21,0.41,1.27,126.6666667,37.36644528,-1.5899999999999999,3.0300000000000002,-2.29,34.63,300.0
826,E01000844,8.23,0.21,1.94,3.21,-0.91,1.24,0.73,82.96529968,46.52114598,-0.0699999999999994,-4.42,3.3499999999999996,36.65,317.0
827,E01000845,1.09,6.11,2.51,1.64,-0.45,0.26,0.91,134.2799189,39.07360045,-5.4799999999999995,-2.2800000000000002,6.85,35.19,246.5
828,E01000846,-0.78,1.01,3.69,3.27,0.07,2.74,-0.38,120.5714286,42.51668255,-3.8400000000000003,7.800000000000001,-5.43,31.47,437.5
829,E01000847,2.2,2.75,0.35,2.47,0.43,1.25,0.55,94.59459459,34.81371088,-2.05,2.26,-1.54,33.55,370.0
830,E01000848,3.81,2.09,1.79,3.44,1.6,1.25,-0.15,136.36363640000002,48.04515419,0.8199999999999994,-9.72,6.8100000000000005,36.32,302.5
831,E01000849,7.13,1.96,1.84,2.16,0.19,-0.92,1.38,119.7701149,52.226598,2.4899999999999998,-8.86,4.62,33.01,217.5
832,E01000850,5.15,-1.85,1.17,0.73,1.29,-0.9,-0.17,15.49295775,43.49874372,-4.32,-1.48,2.34,31.84,355.0
833,E01000851,2.69,1.65,1.5,0.36,-0.28,-0.47,-0.56,77.30646872,43.13793103,0.6200000000000001,-12.100000000000001,9.21,29.0,235.75
834,E01000852,1.83,-1.63,-0.72,1.27,-1.61,-0.7,0.54,108.9552239,30.54982818,-8.65,-3.6499999999999995,10.24,29.1,134.0
835,E01000853,3.13,1.74,3.86,1.85,-0.66,1.37,0.87,168.75,47.5743987,1.5699999999999998,-2.36,-1.24,24.53,160.0
836,E01000854,0.2,-3.6,-0.35,2.1,-1.68,-0.32,0.8,216.7106543,38.78608438,-0.5,-3.04,-1.0499999999999998,27.02,179.975
837,E01000855,4.17,5.79,-0.77,1.54,-0.3,-0.38,-0.61,108.490566,45.88917059,-9.079999999999998,-4.26,9.92,27.61,106.0
838,E01000856,-1.31,3.56,0.25,4.56,0.46,2.12,-0.13,17.20930233,43.06049822,-5.0200000000000005,-2.4000000000000004,7.449999999999999,25.29,268.75
839,E01000857,2.3,5.76,1.85,4.86,1.58,0.44,0.56,235.1851852,50.53560176,3.5700000000000003,-3.6500000000000004,-0.31000000000000005,31.74,270.0
840,E01000858,6.1,7.97,-0.35,1.58,-0.08,-1.27,2.14,205.9701493,56.76458420000001,3.8199999999999994,-14.399999999999999,8.649999999999999,24.17,134.0
841,E01000859,1.95,4.59,-0.3,2.19,0.77,0.63,0.69,128.9655172,47.66090162,-2.4299999999999997,-5.0200000000000005,5.38,35.27,362.5
842,E01000860,3.41,5.44,2.66,3.51,-0.84,0.71,3.12,190.9090909,46.23790197,-0.9500000000000002,-3.46,2.17,32.03,309.375
843,E01000861,-0.08,0.01,-1.49,2.36,-0.01,-0.52,2.33,92.75362319,35.67229978,-3.2399999999999998,-9.76,12.24,27.22,172.5
